dateIDh,Weekday,Holiday,Duration,Volume
2018100301,1,0,656.7027027027027,74
2018100302,1,0,676.4222222222222,45
2018100303,1,0,929.8888888888889,36
2018100304,1,0,736.0,31
2018100305,1,0,627.3888888888889,90
2018100306,1,0,690.4508670520231,346
2018100307,1,0,780.6372795969774,1191
2018100308,1,0,705.0091170825336,2084
2018100309,1,0,742.108545034642,1732
2018100310,1,0,655.2204234122042,803
2018100311,1,0,629.2181340341656,761
2018100312,1,0,645.5947843530591,997
2018100313,1,0,679.6405295315682,982
2018100314,1,0,674.3952434881087,883
2018100315,1,0,717.5842894969109,1133
2018100316,1,0,711.495753715499,1884
2018100317,1,0,711.1520334473585,2631
2018100318,1,0,675.7009728622631,1953
2018100319,1,0,625.1739130434783,1242
2018100320,1,0,619.0472527472527,910
2018100321,1,0,631.937114673243,811
2018100322,1,0,665.8819969742814,661
2018100323,1,0,593.0106100795756,377
2018100400,1,0,603.6,255
2018100401,1,0,714.0882352941177,102
2018100402,1,0,735.7619047619048,84
2018100403,1,0,827.4897959183673,49
2018100404,1,0,652.5471698113207,53
2018100405,1,0,677.0990099009902,101
2018100406,1,0,662.2737430167598,358
2018100407,1,0,769.1183898973954,1267
2018100408,1,0,703.0666666666667,2100
2018100409,1,0,596.9307086614173,635
2018100410,1,0,624.1323529411765,408
2018100411,1,0,643.2672955974842,636
2018100412,1,0,625.8995157384987,826
2018100413,1,0,611.0459363957597,849
2018100414,1,0,707.6478555304741,886
2018100415,1,0,783.0982658959538,1211
2018100416,1,0,787.8834661354582,2008
